REF_DATE,CPI,HINDEX,CREDIT,MRATE,HNUM,CNUM,URATE,TimeTrend,CPI_growth,CREDIT_growth,SubprimeCrisis,CanadaRecession_90_92,FiscalShock_1995,Dotcom_2000_2001
2015-03-01,126.3,95.7,127.4925,3.84,3741.0,7262.0,11.6,317,0.0071770334928229484,0.004547123516925433,0,0,0,0
2015-04-01,126.2,95.7,128.1293,3.76,6044.0,5023.0,11.4,318,-0.0007917656373712667,0.0049948036158988796,0,0,0,0
2015-09-01,127.1,96.6,131.618,3.71,6271.0,7548.0,10.0,323,-0.0015710919088767206,0.004844888741626807,0,0,0,0
2015-10-01,127.2,96.8,132.2959,3.72,6389.0,5188.0,9.9,324,0.0007867820613691734,0.005150511328237739,0,0,0,0
2015-11-01,127.1,96.9,132.9478,3.72,6594.0,6763.0,9.5,325,-0.0007861635220126617,0.0049275903486050154,0,0,0,0
2015-12-01,126.5,97.0,133.7482,3.75,5700.0,3544.0,9.8,326,-0.00472069236821393,0.006020408009760114,0,0,0,0
2016-01-01,126.8,97.1,134.4482,3.76,3779.0,3274.0,11.3,327,0.002371541501976271,0.005233715294860053,0,0,0,0
2016-02-01,127.1,97.3,135.0685,3.75,3801.0,5352.0,11.3,328,0.0023659305993690705,0.004613672775091171,0,0,0,0
2016-03-01,127.9,97.5,135.5478,3.73,4395.0,5312.0,11.4,329,0.006294256490952055,0.003548569799768364,0,0,0,0
2016-04-01,128.3,97.7,136.2176,3.7,5526.0,5305.0,11.5,330,0.0031274433150898506,0.004941430255599899,0,0,0,0
2016-09-01,128.8,99.3,140.128,3.67,7278.0,4777.0,10.0,335,0.0007770007770009357,0.0063463998167250235,0,0,0,0
2016-10-01,129.1,99.7,140.7872,3.68,6953.0,5211.0,9.9,336,0.0023291925465838137,0.004704270381365561,0,0,0,0
2016-11-01,128.6,99.9,141.4475,3.7,6659.0,4389.0,9.3,337,-0.0038729666924864903,0.004690057050640961,0,0,0,0
2016-12-01,128.4,100.0,142.1162,3.74,6262.0,4876.0,8.9,338,-0.0015552099533435726,0.0047275490906519835,0,0,0,0
2017-01-01,129.5,100.1,142.6811,3.73,3985.0,5647.0,11.0,339,0.008566978193146335,0.0039749163008862,0,0,0,0
2017-02-01,129.7,100.5,143.2254,3.75,5020.0,4693.0,10.3,340,0.001544401544401497,0.003814800979246691,0,0,0,0
2017-03-01,129.9,100.7,143.9936,3.66,5203.0,5765.0,10.3,341,0.0015420200462608058,0.005363573779511244,0,0,0,0
2017-04-01,130.4,101.5,144.7993,3.62,6458.0,5538.0,10.0,342,0.0038491147036181506,0.0055953875727809965,0,0,0,0
2017-09-01,130.8,103.1,147.9705,3.89,7910.0,5099.0,8.7,347,0.0022988505747127963,0.003702229002331414,0,0,0,0
2017-10-01,130.9,103.2,148.5378,3.98,6462.0,6914.0,8.8,348,0.000764525993883769,0.0038338722921122947,0,0,0,0
2017-11-01,131.3,103.3,149.0586,4.04,6998.0,7732.0,8.3,349,0.0030557677616500634,0.003506178225340717,0,0,0,0
2017-12-01,130.8,103.3,149.6159,4.07,6174.0,5352.0,8.0,350,-0.0038080731150038627,0.0037387980297680645,0,0,0,0
2018-01-01,131.7,103.3,150.3755,4.14,4060.0,4670.0,9.1,351,0.006880733944953921,0.005077000505962159,0,0,0,0
2018-02-01,132.5,103.1,151.364,4.26,3835.0,7208.0,9.2,352,0.006074411541381997,0.006573544227616912,0,0,0,0
2018-03-01,132.9,103.1,152.2983,4.27,4623.0,5837.0,9.1,353,0.0030188679245284344,0.00617253772363302,0,0,0,0
2018-04-01,133.3,103.1,153.0361,4.27,5469.0,6030.0,9.0,354,0.0030097817908201208,0.004844440154617713,0,0,0,0
2018-09-01,133.7,103.3,154.8626,4.43,5972.0,5507.0,8.5,359,-0.0037257824143069884,0.0026090964886611445,0,0,0,0
2018-10-01,134.1,103.3,155.2125,4.48,5148.0,6256.0,7.7,360,0.0029917726252806087,0.002259422223312768,0,0,0,0
2018-11-01,133.5,103.3,155.5736,4.38,5884.0,6477.0,7.7,361,-0.004474272930648726,0.002326487879519945,0,0,0,0
2018-12-01,133.4,103.3,156.1044,4.59,4853.0,6292.0,7.3,362,-0.0007490636704119424,0.0034118899350532583,0,0,0,0
2019-01-01,133.6,103.2,156.6548,4.59,3178.0,5881.0,8.9,363,0.0014992503748125774,0.003525845523892901,0,0,0,0
2019-02-01,134.5,103.2,157.1126,4.52,2611.0,4031.0,8.5,364,0.006736526946107935,0.00292234901196764,0,0,0,0
2019-03-01,135.4,103.2,157.6434,4.44,3202.0,5200.0,9.0,365,0.006691449814126393,0.003378468690607983,0,0,0,0
2019-04-01,136.0,103.2,158.1512,4.33,5227.0,7072.0,8.7,366,0.004431314623338123,0.0032211941635362784,0,0,0,0
2019-09-01,136.2,103.2,161.3349,4.07,6027.0,6096.0,8.6,371,-0.004385964912280826,0.004025189170822285,0,0,0,0
2019-10-01,136.6,103.3,162.1345,4.09,5363.0,5466.0,8.0,372,0.002936857562408246,0.004956150219202371,0,0,0,0
2019-11-01,136.4,103.2,162.6656,4.09,5829.0,4429.0,8.6,373,-0.0014641288433381305,0.0032756754423024503,0,0,0,0
2019-12-01,136.4,103.4,163.4098,4.08,5391.0,5964.0,7.4,374,0.0,0.004575030000196767,0,0,0,0
2020-01-01,136.8,103.4,164.0113,4.08,4000.0,2806.0,8.8,375,0.0029325513196480912,0.0036809297851170264,0,0,0,0
2020-02-01,137.4,103.8,164.474,4.08,4302.0,4021.0,8.9,376,0.004385964912280604,0.002821147079500097,0,0,0,0
2020-03-01,136.6,104.1,165.287,3.9,4655.0,4196.0,15.1,377,-0.005822416302765698,0.004943030509381385,0,0,0,0
2020-04-01,135.7,104.1,166.2719,3.95,3603.0,5444.0,22.6,378,-0.0065885797950220315,0.005958726336614539,0,0,0,0
2020-09-01,136.9,106.5,170.5636,3.51,6395.0,5250.0,14.1,383,-0.0007299270072992359,0.008483475315854028,0,0,0,0
